site_id,refinery_name,scenario,demand_scenario,refining_scenario,product_scenario,oil_price_scenario,attribution,demo_cat,demo_group,title,segment,metric,metric_desc,unit_desc,value
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,white,white,health,avoided_mortality,attributable_mortality,persons,107.915519838814
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,white,white,health,health_cost_2019,attributable_health_cost,USD (2019 age-based VSL),936765510.881758
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,white,white,health,health_cost_pv,attributable_health_cost,USD PV 2019 (2019 age-based VSL),619514956.430989
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,DAC,dac,DAC,labor,compensation,compensation_supported,USD 2019,331156845.991316
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,DAC,dac,DAC,labor,compensation_pv,compensation_supported,USD PV 2019,228234502.617585
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,DAC,dac,DAC,labor,fte_job_years,employment_supported,fte-job-years,2784.19830713823
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,DAC,non_dac,Non-DAC,labor,compensation,compensation_supported,USD 2019,2067565863.61579
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,DAC,non_dac,Non-DAC,labor,compensation_pv,compensation_supported,USD PV 2019,1424973912.58467
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,DAC,non_dac,Non-DAC,labor,fte_job_years,employment_supported,fte-job-years,17383.0420450574
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Poverty,total_above_poverty,Above poverty line,labor,compensation,compensation_supported,USD 2019,2100693465.92892
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Poverty,total_above_poverty,Above poverty line,labor,compensation_pv,compensation_supported,USD PV 2019,1447805576.57826
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Poverty,total_above_poverty,Above poverty line,labor,fte_job_years,employment_supported,fte-job-years,17661.5620738487
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Poverty,total_below_poverty,Below poverty line,labor,compensation,compensation_supported,USD 2019,298029243.678131
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Poverty,total_below_poverty,Below poverty line,labor,compensation_pv,compensation_supported,USD PV 2019,205402838.623958
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Poverty,total_below_poverty,Below poverty line,labor,fte_job_years,employment_supported,fte-job-years,2505.67827834694
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,aialnative,American Indian or Alaska Native,labor,compensation,compensation_supported,USD 2019,9908494.20627027
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,aialnative,American Indian or Alaska Native,labor,compensation_pv,compensation_supported,USD PV 2019,6828970.24244706
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,aialnative,American Indian or Alaska Native,labor,fte_job_years,employment_supported,fte-job-years,83.3055790008022
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,asian,Asian,labor,compensation,compensation_supported,USD 2019,385704640.610944
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,asian,Asian,labor,compensation_pv,compensation_supported,USD PV 2019,265829041.050359
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,asian,Asian,labor,fte_job_years,employment_supported,fte-job-years,3242.8084167479
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,black,Black,labor,compensation,compensation_supported,USD 2019,219563202.060844
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,black,Black,labor,compensation_pv,compensation_supported,USD PV 2019,151323757.373853
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,black,Black,labor,fte_job_years,employment_supported,fte-job-years,1845.97571479367
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,labor,compensation,compensation_supported,USD 2019,15884063.2854085
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,labor,compensation_pv,compensation_supported,USD PV 2019,10947354.1839039
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,labor,fte_job_years,employment_supported,fte-job-years,133.545124146007
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,hispanic,Hispanic,labor,compensation,compensation_supported,USD 2019,679573649.007221
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,hispanic,Hispanic,labor,compensation_pv,compensation_supported,USD PV 2019,468364630.388006
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,hispanic,Hispanic,labor,fte_job_years,employment_supported,fte-job-years,5713.5095530873
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,nonh_other,Other (Non-Hispanic),labor,compensation,compensation_supported,USD 2019,13736150.5517489
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,nonh_other,Other (Non-Hispanic),labor,compensation_pv,compensation_supported,USD PV 2019,9467004.91627739
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,nonh_other,Other (Non-Hispanic),labor,fte_job_years,employment_supported,fte-job-years,115.486566488731
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,compensation,compensation_supported,USD 2019,117165214.002086
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,compensation_pv,compensation_supported,USD PV 2019,80750691.5999259
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,fte_job_years,employment_supported,fte-job-years,985.065519341988
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,white,white,labor,compensation,compensation_supported,USD 2019,957187295.882533
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,white,white,labor,compensation_pv,compensation_supported,USD PV 2019,659696965.447447
164,"Valero Energy, Benicia Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,white,white,labor,fte_job_years,employment_supported,fte-job-years,8047.54387858918
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,DAC,dac,DAC,health,avoided_mortality,attributable_mortality,persons,372.681025148207
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,DAC,dac,DAC,health,health_cost_2019,attributable_health_cost,USD (2019 age-based VSL),3261886923.27171
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,DAC,dac,DAC,health,health_cost_pv,attributable_health_cost,USD PV 2019 (2019 age-based VSL),2155030276.45991
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,DAC,non_dac,Non-DAC,health,avoided_mortality,attributable_mortality,persons,629.805136198778
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,DAC,non_dac,Non-DAC,health,health_cost_2019,attributable_health_cost,USD (2019 age-based VSL),5441596058.25091
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,DAC,non_dac,Non-DAC,health,health_cost_pv,attributable_health_cost,USD PV 2019 (2019 age-based VSL),3577474794.0288
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Poverty,total_above_poverty,Above poverty line,health,avoided_mortality,attributable_mortality,persons,864.191503817465
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Poverty,total_above_poverty,Above poverty line,health,health_cost_2019,attributable_health_cost,USD (2019 age-based VSL),7496552884.76237
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Poverty,total_above_poverty,Above poverty line,health,health_cost_pv,attributable_health_cost,USD PV 2019 (2019 age-based VSL),4936167360.47068
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Poverty,total_below_poverty,Below poverty line,health,avoided_mortality,attributable_mortality,persons,138.294657529518
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Poverty,total_below_poverty,Below poverty line,health,health_cost_2019,attributable_health_cost,USD (2019 age-based VSL),1206930096.7604
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Poverty,total_below_poverty,Below poverty line,health,health_cost_pv,attributable_health_cost,USD PV 2019 (2019 age-based VSL),796337710.017927
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,aialnative,American Indian or Alaska Native,health,avoided_mortality,attributable_mortality,persons,2.19713629098513
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,aialnative,American Indian or Alaska Native,health,health_cost_2019,attributable_health_cost,USD (2019 age-based VSL),19102054.896546
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,aialnative,American Indian or Alaska Native,health,health_cost_pv,attributable_health_cost,USD PV 2019 (2019 age-based VSL),12589369.9506332
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,asian,Asian,health,avoided_mortality,attributable_mortality,persons,197.669341434637
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,asian,Asian,health,health_cost_2019,attributable_health_cost,USD (2019 age-based VSL),1707468963.82351
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,asian,Asian,health,health_cost_pv,attributable_health_cost,USD PV 2019 (2019 age-based VSL),1122639763.73225
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,black,Black,health,avoided_mortality,attributable_mortality,persons,71.4328063273122
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,black,Black,health,health_cost_2019,attributable_health_cost,USD (2019 age-based VSL),622739472.313688
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,black,Black,health,health_cost_pv,attributable_health_cost,USD PV 2019 (2019 age-based VSL),411047689.440223
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,health,avoided_mortality,attributable_mortality,persons,4.80238876434091
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,health,health_cost_2019,attributable_health_cost,USD (2019 age-based VSL),41790220.0789094
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,health,health_cost_pv,attributable_health_cost,USD PV 2019 (2019 age-based VSL),27571122.6139139
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,hispanic,Hispanic,health,avoided_mortality,attributable_mortality,persons,431.948454212179
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,hispanic,Hispanic,health,health_cost_2019,attributable_health_cost,USD (2019 age-based VSL),3769827893.13143
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,hispanic,Hispanic,health,health_cost_pv,attributable_health_cost,USD PV 2019 (2019 age-based VSL),2487522869.86052
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,nonh_other,Other (Non-Hispanic),health,avoided_mortality,attributable_mortality,persons,4.33646411559063
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,nonh_other,Other (Non-Hispanic),health,health_cost_2019,attributable_health_cost,USD (2019 age-based VSL),37685759.2416587
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,nonh_other,Other (Non-Hispanic),health,health_cost_pv,attributable_health_cost,USD PV 2019 (2019 age-based VSL),24831584.2641343
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,nonh_two_or_more,Two or more races (Non-Hispanic),health,avoided_mortality,attributable_mortality,persons,26.9865606883987
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,nonh_two_or_more,Two or more races (Non-Hispanic),health,health_cost_2019,attributable_health_cost,USD (2019 age-based VSL),233889558.990284
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,nonh_two_or_more,Two or more races (Non-Hispanic),health,health_cost_pv,attributable_health_cost,USD PV 2019 (2019 age-based VSL),153967064.741105
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,white,white,health,avoided_mortality,attributable_mortality,persons,263.113009513546
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,white,white,health,health_cost_2019,attributable_health_cost,USD (2019 age-based VSL),2270979059.04665
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,white,white,health,health_cost_pv,attributable_health_cost,USD PV 2019 (2019 age-based VSL),1492335605.8859
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,DAC,dac,DAC,labor,compensation,compensation_supported,USD 2019,743239857.296228
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,DAC,dac,DAC,labor,compensation_pv,compensation_supported,USD PV 2019,511311136.31606
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,DAC,dac,DAC,labor,fte_job_years,employment_supported,fte-job-years,6248.78264644437
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,DAC,non_dac,Non-DAC,labor,compensation,compensation_supported,USD 2019,1773030021.01994
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,DAC,non_dac,Non-DAC,labor,compensation_pv,compensation_supported,USD PV 2019,1219754276.995
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,DAC,non_dac,Non-DAC,labor,fte_job_years,employment_supported,fte-job-years,14906.7345059754
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Poverty,total_above_poverty,Above poverty line,labor,compensation,compensation_supported,USD 2019,2146901888.18103
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Poverty,total_above_poverty,Above poverty line,labor,compensation_pv,compensation_supported,USD PV 2019,1476959064.06083
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Poverty,total_above_poverty,Above poverty line,labor,fte_job_years,employment_supported,fte-job-years,18050.0589826916
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Poverty,total_below_poverty,Below poverty line,labor,compensation,compensation_supported,USD 2019,369367990.135116
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Poverty,total_below_poverty,Below poverty line,labor,compensation_pv,compensation_supported,USD PV 2019,254106349.250178
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Poverty,total_below_poverty,Below poverty line,labor,fte_job_years,employment_supported,fte-job-years,3105.45816972843
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,aialnative,American Indian or Alaska Native,labor,compensation,compensation_supported,USD 2019,6145573.10520699
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,aialnative,American Indian or Alaska Native,labor,compensation_pv,compensation_supported,USD PV 2019,4227841.03528562
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,aialnative,American Indian or Alaska Native,labor,fte_job_years,employment_supported,fte-job-years,51.6688525181811
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,asian,Asian,labor,compensation,compensation_supported,USD 2019,392715660.557229
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,asian,Asian,labor,compensation_pv,compensation_supported,USD PV 2019,270168356.389154
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,asian,Asian,labor,fte_job_years,employment_supported,fte-job-years,3301.75350606751
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,black,Black,labor,compensation,compensation_supported,USD 2019,183809486.790881
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,black,Black,labor,compensation_pv,compensation_supported,USD PV 2019,126451557.507445
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,black,Black,labor,fte_job_years,employment_supported,fte-job-years,1545.37666412167
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,labor,compensation,compensation_supported,USD 2019,11845217.1640248
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,labor,compensation_pv,compensation_supported,USD PV 2019,8148905.61719992
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,labor,fte_job_years,employment_supported,fte-job-years,99.5885604509797
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,hispanic,Hispanic,labor,compensation,compensation_supported,USD 2019,1036754658.66921
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,hispanic,Hispanic,labor,compensation_pv,compensation_supported,USD PV 2019,713234358.197034
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,hispanic,Hispanic,labor,fte_job_years,employment_supported,fte-job-years,8716.50579031108
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,nonh_other,Other (Non-Hispanic),labor,compensation,compensation_supported,USD 2019,12629747.5013072
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,nonh_other,Other (Non-Hispanic),labor,compensation_pv,compensation_supported,USD PV 2019,8688622.49902791
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,nonh_other,Other (Non-Hispanic),labor,fte_job_years,employment_supported,fte-job-years,106.18449244937
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,compensation,compensation_supported,USD 2019,80688534.8489365
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,compensation_pv,compensation_supported,USD PV 2019,55509599.0026333
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,nonh_two_or_more,Two or more races (Non-Hispanic),labor,fte_job_years,employment_supported,fte-job-years,678.388156099787
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,white,white,labor,compensation,compensation_supported,USD 2019,791680999.679347
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,white,white,labor,compensation_pv,compensation_supported,USD PV 2019,544636173.063236
343,"Phillips 66, Wilmington Refinery",Reference,BAU,historic production,2020 prices,reference case,level,Race,white,white,labor,fte_job_years,employment_supported,fte-job-years,6656.05113040149
