year,demo_cat,demo_group,title,scen_id,demand_scenario,refining_scenario,sum_num,sum_den,num_over_den,mortality_level_dem,mortality_delta_dem,scenario,scenario_title,bau_mortality_level_dem,gap
2020,DAC,non_dac,Non-DAC,LC1 historical production,LC1,historical production,2781325.76018,19197950,0.144876185227068,176.840985039171,-0.00146348842925268,Low demand - historical production,"Low demand
historical production",176.842454655763,-0.00146961659217482
2020,DAC,non_dac,Non-DAC,LC1 low exports,LC1,low exports,2489773.3821161,19197950,0.129689544045906,158.264426143731,-18.4997862388426,Low demand - low exports,"Low demand
low exports",176.842454655763,-18.5780285120316
2020,Poverty,total_above_poverty,Above poverty line,BAU historical exports,BAU,historical exports,3865593.3768412,20607103.8469401,0.187585475647283,227.998283300379,-19.8791957830699,BAU demand - historical exports,"BAU demand
historical exports",247.979949675156,-19.9816663747776
2020,Poverty,total_above_poverty,Above poverty line,BAU historical production,BAU,historical production,4203326.5937955,20607103.8469401,0.203974640251044,247.979949675156,0,BAU demand - historical production,"BAU demand
historical production",247.979949675156,0
2020,Poverty,total_above_poverty,Above poverty line,BAU low exports,BAU,low exports,3758308.63192058,20607103.8469401,0.182379273663856,221.658100051969,-26.1867532937984,BAU demand - low exports,"BAU demand
low exports",247.979949675156,-26.321849623187
2020,Poverty,total_above_poverty,Above poverty line,LC1 historical exports,LC1,historical exports,3870376.0361656,20607103.8469401,0.187817563540852,228.280908824512,-19.5980254053625,Low demand - historical exports,"Low demand
historical exports",247.979949675156,-19.6990408506442
2020,Poverty,total_above_poverty,Above poverty line,LC1 historical production,LC1,historical production,4203292.08344023,20607103.8469401,0.203972965568588,247.977903674623,-0.00203558856867374,Low demand - historical production,"Low demand
historical production",247.979949675156,-0.00204600053342574
2020,Poverty,total_above_poverty,Above poverty line,LC1 low exports,LC1,low exports,3763091.29124497,20607103.8469401,0.182611361557425,221.940688224197,-25.9056199461616,Low demand - low exports,"Low demand
low exports",247.979949675156,-26.0392614509594
2020,Poverty,total_below_poverty,Below poverty line,BAU historical exports,BAU,historical exports,786044.174022575,3495688.15305983,0.224861068723919,41.7597383877709,-3.6400121405857,BAU demand - historical exports,"BAU demand
historical exports",45.4195157628184,-3.65977737504746
2020,Poverty,total_below_poverty,Below poverty line,BAU historical production,BAU,historical production,854689.495725626,3495688.15305983,0.244498209881079,45.4195157628184,0,BAU demand - historical production,"BAU demand
historical production",45.4195157628184,0
2020,Poverty,total_below_poverty,Below poverty line,BAU low exports,BAU,low exports,764223.256201358,3495688.15305983,0.218618830610626,40.5983065784358,-4.79514694435087,BAU demand - low exports,"BAU demand
low exports",45.4195157628184,-4.82120918438265
2020,Poverty,total_below_poverty,Below poverty line,LC1 historical exports,LC1,historical exports,787017.023341756,3495688.15305983,0.225139368525441,41.811512813384,-3.58851859253895,Low demand - historical exports,"Low demand
historical exports",45.4195157628184,-3.60800294943443
2020,Poverty,total_below_poverty,Below poverty line,LC1 historical production,LC1,historical production,854682.491779568,3495688.15305983,0.244496206285292,45.4191411598829,-0.000372597321589021,Low demand - historical production,"Low demand
historical production",45.4195157628184,-0.000374602935515611
2020,Poverty,total_below_poverty,Below poverty line,LC1 low exports,LC1,low exports,765196.105520538,3495688.15305983,0.218897130412147,40.6500737927331,-4.74366054603493,Low demand - low exports,"Low demand
low exports",45.4195157628184,-4.76944197008527
2020,Race,aialnative,American Indian or Alaska Native,BAU historical exports,BAU,historical exports,10922.9364827984,96722.6985880788,0.112930435587998,0.646942215214085,-0.05665129085635,BAU demand - historical exports,"BAU demand
historical exports",0.703862546688403,-0.0569203314743183
2020,Race,aialnative,American Indian or Alaska Native,BAU historical production,BAU,historical production,11880.5229134695,96722.6985880788,0.122830763480516,0.703862546688403,0,BAU demand - historical production,"BAU demand
historical production",0.703862546688403,0
2020,Race,aialnative,American Indian or Alaska Native,BAU low exports,BAU,low exports,10620.4849839908,96722.6985880788,0.109803439513419,0.629005456803418,-0.0745025958798465,BAU demand - low exports,"BAU demand
low exports",0.703862546688403,-0.0748570898849855
2020,Race,aialnative,American Indian or Alaska Native,LC1 historical exports,LC1,historical exports,10936.4088202511,96722.6985880788,0.113069723858997,0.647741009326858,-0.0558563068058992,Low demand - historical exports,"Low demand
historical exports",0.703862546688403,-0.0561215373615449
2020,Race,aialnative,American Indian or Alaska Native,LC1 historical production,LC1,historical production,11880.4238590619,96722.6985880788,0.122829739373361,0.703856632045683,-5.88716225495361e-06,Low demand - historical production,"Low demand
historical production",0.703862546688403,-5.91464272026165e-06
2020,Race,aialnative,American Indian or Alaska Native,LC1 low exports,LC1,low exports,10633.9573214434,96722.6985880788,0.109942727784418,0.629804153211751,-0.0737077086795673,Low demand - low exports,"Low demand
low exports",0.703862546688403,-0.0740583934766517
2020,Race,asian,Asian,BAU historical exports,BAU,historical exports,711110.577444424,3847285.01356629,0.184834389689588,44.8870211978577,-3.90949407492664,BAU demand - historical exports,"BAU demand
historical exports",48.8150752795866,-3.92805408172892
2020,Race,asian,Asian,BAU historical production,BAU,historical production,773204.429048761,3847285.01356629,0.200974044377344,48.8150752795866,0,BAU demand - historical production,"BAU demand
historical production",48.8150752795866,0
2020,Race,asian,Asian,BAU low exports,BAU,low exports,691365.496913292,3847285.01356629,0.179702178153009,43.6378570842042,-5.1527453948507,BAU demand - low exports,"BAU demand
low exports",48.8150752795866,-5.17721819538247
2020,Race,asian,Asian,LC1 historical exports,LC1,historical exports,711990.920439797,3847285.01356629,0.185063211571063,44.9427217457655,-3.85405726346533,Low demand - historical exports,"Low demand
historical exports",48.8150752795866,-3.87235353382112
2020,Race,asian,Asian,LC1 historical production,LC1,historical production,773198.098235156,3847285.01356629,0.200972398849762,48.8146749982228,-0.000398397832502256,Low demand - historical production,"Low demand
historical production",48.8150752795866,-0.00040028136380954
2020,Race,asian,Asian,LC1 low exports,LC1,low exports,692245.839908675,3847285.01356629,0.179931000034486,43.6935508619534,-5.09731529806773,Low demand - low exports,"Low demand
low exports",48.8150752795866,-5.12152441763328
2020,Race,black,Black,BAU historical exports,BAU,historical exports,472725.320083484,1293179.54364969,0.365552735816814,26.2698031875979,-2.28888640549109,BAU demand - historical exports,"BAU demand
historical exports",28.575136299882,-2.30533311228408
2020,Race,black,Black,BAU historical production,BAU,historical production,514049.955033088,1293179.54364969,0.397508573003176,28.575136299882,0,BAU demand - historical production,"BAU demand
historical production",28.575136299882,0
2020,Race,black,Black,BAU low exports,BAU,low exports,459608.636694473,1293179.54364969,0.355409764213665,25.5386869613248,-3.01476791538981,BAU demand - low exports,"BAU demand
low exports",28.575136299882,-3.03644933855715
2020,Race,black,Black,LC1 historical exports,LC1,historical exports,473309.985354536,1293179.54364969,0.366004850354136,26.3023931688831,-2.25652989187472,Low demand - historical exports,"Low demand
historical exports",28.575136299882,-2.27274313099883
2020,Race,black,Black,LC1 historical production,LC1,historical production,514045.725059872,1293179.54364969,0.397505302016377,28.5749000290149,-0.000234598603199832,Low demand - historical production,"Low demand
historical production",28.575136299882,-0.000236270867063126
2020,Race,black,Black,LC1 low exports,LC1,low exports,460193.301965524,1293179.54364969,0.355861878750987,25.5712709481698,-2.98241733960514,Low demand - low exports,"Low demand
low exports",28.575136299882,-3.00386535171217
2020,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,BAU historical exports,BAU,historical exports,19545.9260025128,84069.5141773729,0.232497192279167,1.10419429084974,-0.0962992892680197,BAU demand - historical exports,"BAU demand
historical exports",1.20122487602916,-0.0970305851794209
2020,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,BAU historical production,BAU,historical production,21256.1409902056,84069.5141773729,0.252840059779085,1.20122487602916,0,BAU demand - historical production,"BAU demand
historical production",1.20122487602916,0
2020,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,BAU low exports,BAU,low exports,19003.8865224777,84069.5141773729,0.226049676965929,1.07347919523823,-0.126781037975841,BAU demand - low exports,"BAU demand
low exports",1.20122487602916,-0.12774568079093
2020,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,LC1 historical exports,LC1,historical exports,19570.0820805168,84069.5141773729,0.232784526852708,1.1055630956203,-0.0949408956679776,Low demand - historical exports,"Low demand
historical exports",1.20122487602916,-0.0956617804088662
2020,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,LC1 historical production,LC1,historical production,21255.9653826437,84069.5141773729,0.252837970941489,1.2012148920202,-9.91006932278588e-06,Low demand - historical production,"Low demand
historical production",1.20122487602916,-9.98400896157214e-06
2020,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,LC1 low exports,LC1,low exports,19028.0426004816,84069.5141773729,0.226337011539469,1.07484773218572,-0.125422909268753,Low demand - low exports,"Low demand
low exports",1.20122487602916,-0.126377143843438
2020,Race,hispanic,Hispanic,BAU historical exports,BAU,historical exports,2170370.5653985,8428074.2556147,0.257516782550013,114.611500627931,-9.97013236258311,BAU demand - historical exports,"BAU demand
historical exports",124.640076704142,-10.028576076211
2020,Race,hispanic,Hispanic,BAU historical production,BAU,historical production,2359647.40163424,8428074.2556147,0.279974681056265,124.640076704142,0,BAU demand - historical production,"BAU demand
historical production",124.640076704142,0
2020,Race,hispanic,Hispanic,BAU low exports,BAU,low exports,2110064.11680002,8428074.2556147,0.250361358099606,111.419441346205,-13.1435449951969,BAU demand - low exports,"BAU demand
low exports",124.640076704142,-13.2206353579365
2020,Race,hispanic,Hispanic,LC1 historical exports,LC1,historical exports,2173060.08439799,8428074.2556147,0.257835896848005,114.75385622995,-9.8286086620327,Low demand - historical exports,"Low demand
historical exports",124.640076704142,-9.88622047419223
2020,Race,hispanic,Hispanic,LC1 historical production,LC1,historical production,2359628.18627435,8428074.2556147,0.279972401133318,124.639056834534,-0.00101395809928042,Low demand - historical production,"Low demand
historical production",124.640076704142,-0.00101986960783051
2020,Race,hispanic,Hispanic,LC1 low exports,LC1,low exports,2112753.63579951,8428074.2556147,0.250680472397596,111.561775574499,-13.0020424825369,Low demand - low exports,"Low demand
low exports",124.640076704142,-13.0783011296426
2020,Race,nonh_other,Other (Non-Hispanic),BAU historical exports,BAU,historical exports,23877.4753509996,126860.720818522,0.188218033107009,1.37298626222926,-0.119963476175235,BAU demand - historical exports,"BAU demand
historical exports",1.49357412405293,-0.120587861823669
2020,Race,nonh_other,Other (Non-Hispanic),BAU historical production,BAU,historical production,25967.891519512,126860.720818522,0.204696074182487,1.49357412405293,0,BAU demand - historical production,"BAU demand
historical production",1.49357412405293,0
2020,Race,nonh_other,Other (Non-Hispanic),BAU low exports,BAU,low exports,23215.6635215395,126860.720818522,0.183001195103961,1.33485846217647,-0.157893453935736,BAU demand - low exports,"BAU demand
low exports",1.49357412405293,-0.158715661876459
2020,Race,nonh_other,Other (Non-Hispanic),LC1 historical exports,LC1,historical exports,23906.9646052191,126860.720818522,0.188450486888047,1.37468505195761,-0.118273503547846,Low demand - historical exports,"Low demand
historical exports",1.49357412405293,-0.118889072095314
2020,Race,nonh_other,Other (Non-Hispanic),LC1 historical production,LC1,historical production,25967.6763656741,126860.720818522,0.204694378197816,1.49356168300917,-1.2376921207638e-05,Low demand - historical production,"Low demand
historical production",1.49357412405293,-1.24410437549738e-05
2020,Race,nonh_other,Other (Non-Hispanic),LC1 low exports,LC1,low exports,23245.1527757591,126860.720818522,0.183233648885,1.33655702607266,-0.156203705211645,Low demand - low exports,"Low demand
low exports",1.49357412405293,-0.157017097980271
2020,Race,nonh_two_or_more,Two or more races (Non-Hispanic),BAU historical exports,BAU,historical exports,133036.409493119,848341.849081609,0.156819340737629,8.06337179147727,-0.705476390879191,BAU demand - historical exports,"BAU demand
historical exports",8.77231806309311,-0.70894627161584
2020,Race,nonh_two_or_more,Two or more races (Non-Hispanic),BAU historical production,BAU,historical production,144696.841334962,848341.849081609,0.170564309059616,8.77231806309311,0,BAU demand - historical production,"BAU demand
historical production",8.77231806309311,0
2020,Race,nonh_two_or_more,Two or more races (Non-Hispanic),BAU low exports,BAU,low exports,129351.81040691,848341.849081609,0.152476045531577,7.83965445597495,-0.928093660080908,BAU demand - low exports,"BAU demand
low exports",8.77231806309311,-0.932663607118161
2020,Race,nonh_two_or_more,Two or more races (Non-Hispanic),LC1 historical exports,LC1,historical exports,133200.545901846,848341.849081609,0.157012819827343,8.07333677930306,-0.695560438548693,Low demand - historical exports,"Low demand
historical exports",8.77231806309311,-0.698981283790042
2020,Race,nonh_two_or_more,Two or more races (Non-Hispanic),LC1 historical production,LC1,historical production,144695.636325064,848341.849081609,0.170562888629988,8.77224461462536,-7.30926246691142e-05,Low demand - historical production,"Low demand
historical production",8.77231806309311,-7.34484677469283e-05
2020,Race,nonh_two_or_more,Two or more races (Non-Hispanic),LC1 low exports,LC1,low exports,129515.946815637,848341.849081609,0.152669524621292,7.84961818732808,-0.918178953180919,Low demand - low exports,"Low demand
low exports",8.77231806309311,-0.922699875765024
2020,Race,white,white,BAU historical exports,BAU,historical exports,1110048.34060796,9378258.40450366,0.118364017361143,72.802202114993,-6.37230463347608,BAU demand - historical exports,"BAU demand
historical exports",79.1981975445008,-6.39599542950784
2020,Race,white,white,BAU historical production,BAU,historical production,1207312.90704689,9378258.40450366,0.128735299772409,79.1981975445008,0,BAU demand - historical production,"BAU demand
historical production",79.1981975445008,0
2020,Race,white,white,BAU low exports,BAU,low exports,1079301.79227923,9378258.40450366,0.115085525022527,70.7834236684773,-8.38357118483955,BAU demand - low exports,"BAU demand
low exports",79.1981975445008,-8.41477387602352
2020,Race,white,white,LC1 historical exports,LC1,historical exports,1111418.0679072,9378258.40450366,0.118510070843588,72.8921245570892,-6.28271703595843,Low demand - historical exports,"Low demand
historical exports",79.1981975445008,-6.30607298741163
2020,Race,white,white,LC1 historical production,LC1,historical production,1207302.863718,9378258.40450366,0.128734228856205,79.1975351510339,-0.000659964577825776,Low demand - historical production,"Low demand
historical production",79.1981975445008,-0.000662393466967615
2020,Race,white,white,LC1 low exports,LC1,low exports,1080671.51957847,9378258.40450366,0.115231578504972,70.8733375335086,-8.29399209564586,Low demand - low exports,"Low demand
low exports",79.1981975445008,-8.32486001099227
2021,DAC,dac,DAC,BAU historical exports,BAU,historical exports,2082485.1367734,4904842,0.424577414883781,109.249698483497,-10.6093037237339,BAU demand - historical exports,"BAU demand
historical exports",119.930056064724,-10.6803575812277
2021,DAC,dac,DAC,BAU historical production,BAU,historical production,2285356.7374627,4904842,0.465938910460867,119.930056064724,0,BAU demand - historical production,"BAU demand
historical production",119.930056064724,0
2021,DAC,dac,DAC,BAU low exports,BAU,low exports,2015878.91079042,4904842,0.410997726489543,105.745894260948,-14.0897709786774,BAU demand - low exports,"BAU demand
low exports",119.930056064724,-14.1841618037764
2021,DAC,dac,DAC,LC1 historical exports,LC1,historical exports,2074557.55898985,4904842,0.422961139011175,108.832578980797,-11.0236458391486,Low demand - historical exports,"Low demand
historical exports",119.930056064724,-11.0974770839275
2021,DAC,dac,DAC,LC1 historical production,LC1,historical production,2285415.15546534,4904842,0.465950820732928,119.933144366902,0.00306835279715581,Low demand - historical production,"Low demand
historical production",119.930056064724,0.00308830217785783
2021,DAC,dac,DAC,LC1 low exports,LC1,low exports,2007951.33300688,4904842,0.409381450616937,105.328856130824,-14.5040324662959,Low demand - low exports,"Low demand
low exports",119.930056064724,-14.6011999339007
2021,DAC,non_dac,Non-DAC,BAU historical exports,BAU,historical exports,2544510.47557101,19197950,0.132540738754451,166.069830048389,-16.2411526453786,BAU demand - historical exports,"BAU demand
historical exports",182.379801860079,-16.3099718116902
2021,DAC,non_dac,Non-DAC,BAU historical production,BAU,historical production,2793750.10649895,19197950,0.145523355696777,182.379801860079,0,BAU demand - historical production,"BAU demand
historical production",182.379801860079,0
2021,DAC,non_dac,Non-DAC,BAU low exports,BAU,low exports,2463161.38236958,19197950,0.128303354387817,160.750976956209,-21.5374885014579,BAU demand - low exports,"BAU demand
low exports",182.379801860079,-21.6288249038695
2021,DAC,non_dac,Non-DAC,LC1 historical exports,LC1,historical exports,2534810.20063926,19197950,0.132035462152952,165.435414612544,-16.8728843809224,Low demand - historical exports,"Low demand
historical exports",182.379801860079,-16.9443872475344
2021,DAC,non_dac,Non-DAC,LC1 historical production,LC1,historical production,2793827.71863027,19197950,0.14552739842693,182.384894225418,0.00507262990148898,Low demand - historical production,"Low demand
historical production",182.379801860079,0.00509236533937951
2021,DAC,non_dac,Non-DAC,LC1 low exports,LC1,low exports,2453461.10743786,19197950,0.127798077786319,160.116640036655,-22.1691423536738,Low demand - low exports,"Low demand
low exports",182.379801860079,-22.2631618234242
2021,Poverty,total_above_poverty,Above poverty line,BAU historical exports,BAU,historical exports,3845442.37663585,20607103.8469401,0.18660760896815,232.744878015654,-22.6980268728871,BAU demand - historical exports,"BAU demand
historical exports",255.560189656127,-22.8153116404731
2021,Poverty,total_above_poverty,Above poverty line,BAU historical production,BAU,historical production,4221194.51087651,20607103.8469401,0.204841715858258,255.560189656127,0,BAU demand - historical production,"BAU demand
historical production",255.560189656127,0
2021,Poverty,total_above_poverty,Above poverty line,BAU low exports,BAU,low exports,3722487.85508746,20607103.8469401,0.180641000440254,225.287110551957,-30.1173484966992,BAU demand - low exports,"BAU demand
low exports",255.560189656127,-30.2730791041701
2021,Poverty,total_above_poverty,Above poverty line,LC1 historical exports,LC1,historical exports,3830792.40263082,20607103.8469401,0.185896690339611,231.855993283255,-23.5823326564874,Low demand - historical exports,"Low demand
historical exports",255.560189656127,-23.7041963728716
2021,Poverty,total_above_poverty,Above poverty line,LC1 historical production,LC1,historical production,4221307.3671366,20607103.8469401,0.204847192428907,255.567087619512,0.00686469670985891,Low demand - historical production,"Low demand
historical production",255.560189656127,0.00689796338517112
2021,Poverty,total_above_poverty,Above poverty line,LC1 low exports,LC1,low exports,3707837.88108242,20607103.8469401,0.179930081811714,224.398359873377,-31.0015213831397,Low demand - low exports,"Low demand
low exports",255.560189656127,-31.1618297827501
2021,Poverty,total_below_poverty,Below poverty line,BAU historical exports,BAU,historical exports,781553.235708554,3495688.15305983,0.223576360787345,42.5746505162302,-4.15242949622533,BAU demand - historical exports,"BAU demand
historical exports",46.7496682686779,-4.17501775244777
2021,Poverty,total_below_poverty,Below poverty line,BAU historical production,BAU,historical production,857912.333085135,3495688.15305983,0.24542015635296,46.7496682686779,0,BAU demand - historical production,"BAU demand
historical production",46.7496682686779,0
2021,Poverty,total_below_poverty,Below poverty line,BAU low exports,BAU,low exports,756552.438072546,3495688.15305983,0.216424464925546,41.2097606652021,-5.50991098343606,BAU demand - low exports,"BAU demand
low exports",46.7496682686779,-5.53990760347586
2021,Poverty,total_below_poverty,Below poverty line,LC1 historical exports,LC1,historical exports,778575.356998301,3495688.15305983,0.222724488829703,42.4120003100866,-4.31419756358352,Low demand - historical exports,"Low demand
historical exports",46.7496682686779,-4.33766795859134
2021,Poverty,total_below_poverty,Below poverty line,LC1 historical production,LC1,historical production,857935.506959007,3495688.15305983,0.245426785626756,46.7509509728097,0.00127628598878586,Low demand - historical production,"Low demand
historical production",46.7496682686779,0.00128270413181752
2021,Poverty,total_below_poverty,Below poverty line,LC1 low exports,LC1,low exports,753574.559362293,3495688.15305983,0.215572592967904,41.0471362941027,-5.67165343683005,Low demand - low exports,"Low demand
low exports",46.7496682686779,-5.70253197457527
2021,Race,aialnative,American Indian or Alaska Native,BAU historical exports,BAU,historical exports,10863.811526783,96722.6985880788,0.112319152436489,0.66011645188433,-0.064790115125474,BAU demand - historical exports,"BAU demand
historical exports",0.725214743649721,-0.0650982917653913
2021,Race,aialnative,American Indian or Alaska Native,BAU historical production,BAU,historical production,11930.7829332578,96722.6985880788,0.123350393521054,0.725214743649721,0,BAU demand - historical production,"BAU demand
historical production",0.725214743649721,0
2021,Race,aialnative,American Indian or Alaska Native,BAU low exports,BAU,low exports,10516.3447316385,96722.6985880788,0.108726750650593,0.63895963751272,-0.0858461156126796,BAU demand - low exports,"BAU demand
low exports",0.725214743649721,-0.0862551061370007
2021,Race,aialnative,American Indian or Alaska Native,LC1 historical exports,LC1,historical exports,10822.340811316,96722.6985880788,0.111890393561143,0.657589649627795,-0.0673049008510407,Low demand - historical exports,"Low demand
historical exports",0.725214743649721,-0.0676250940219257
2021,Race,aialnative,American Indian or Alaska Native,LC1 historical production,LC1,historical production,11931.1161878528,96722.6985880788,0.123353838985251,0.725235375480944,2.05436708374241e-05,Low demand - historical production,"Low demand
historical production",0.725214743649721,2.06318312225839e-05
2021,Race,aialnative,American Indian or Alaska Native,LC1 low exports,LC1,low exports,10474.8740161714,96722.6985880788,0.108297991775246,0.636433187034878,-0.0883605526343834,Low demand - low exports,"Low demand
low exports",0.725214743649721,-0.0887815566148433
2021,Race,asian,Asian,BAU historical exports,BAU,historical exports,707704.060741876,3847285.01356629,0.183948955756169,45.8675658143571,-4.46356593024991,BAU demand - historical exports,"BAU demand
historical exports",50.3523878631086,-4.48482204875143
2021,Race,asian,Asian,BAU historical production,BAU,historical production,776769.325107762,3847285.01356629,0.201900644836221,50.3523878631086,0,BAU demand - historical production,"BAU demand
historical production",50.3523878631086,0
2021,Race,asian,Asian,BAU low exports,BAU,low exports,685084.861170933,3847285.01356629,0.178069692979644,44.3988162014249,-5.92534437782978,BAU demand - low exports,"BAU demand
low exports",50.3523878631086,-5.95357166168368
2021,Race,asian,Asian,LC1 historical exports,LC1,historical exports,705009.418267832,3847285.01356629,0.183248554703337,45.6925976156166,-4.63770399875839,Low demand - historical exports,"Low demand
historical exports",50.3523878631086,-4.65979024749198
2021,Race,asian,Asian,LC1 historical production,LC1,historical production,776789.524403649,3847285.01356629,0.201905895109028,50.3536975765282,0.00130370592807289,Low demand - historical production,"Low demand
historical production",50.3523878631086,0.00130971341965846
2021,Race,asian,Asian,LC1 low exports,LC1,low exports,682390.218696895,3847285.01356629,0.177369291926814,44.2238722999948,-6.0994583483261,Low demand - low exports,"Low demand
low exports",50.3523878631086,-6.12851556311377
2021,Race,black,Black,BAU historical exports,BAU,historical exports,469269.120912291,1293179.54364969,0.362880099067984,26.7546192809118,-2.61336344240799,BAU demand - historical exports,"BAU demand
historical exports",29.3867742028904,-2.63215492197859
2021,Race,black,Black,BAU historical production,BAU,historical production,515255.357165358,1293179.54364969,0.398440695799419,29.3867742028904,0,BAU demand - historical production,"BAU demand
historical production",29.3867742028904,0
2021,Race,black,Black,BAU low exports,BAU,low exports,454231.540561136,1293179.54364969,0.351251721225945,25.8946214576264,-3.46720329228043,BAU demand - low exports,"BAU demand
low exports",29.3867742028904,-3.49215274526401
2021,Race,black,Black,LC1 historical exports,LC1,historical exports,467476.520904848,1293179.54364969,0.361493903302481,26.6520750876645,-2.71517411087313,Low demand - historical exports,"Low demand
historical exports",29.3867742028904,-2.73469911522597
2021,Race,black,Black,LC1 historical production,LC1,historical production,515268.79398096,1293179.54364969,0.398451086325365,29.3875451707573,0.000765654910951173,Low demand - historical production,"Low demand
historical production",29.3867742028904,0.00077096786683839
2021,Race,black,Black,LC1 low exports,LC1,low exports,452438.940553698,1293179.54364969,0.349865525460445,25.7920987851936,-3.568992643104,Low demand - low exports,"Low demand
low exports",29.3867742028904,-3.59467541769681
2021,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,BAU historical exports,BAU,historical exports,19412.1843074459,84069.5141773729,0.230906345747275,1.12520176141383,-0.110009631884911,BAU demand - historical exports,"BAU demand
historical exports",1.23604662157796,-0.110844860164129
2021,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,BAU historical production,BAU,historical production,21316.0444271175,84069.5141773729,0.253552606265146,1.23604662157796,0,BAU demand - historical production,"BAU demand
historical production",1.23604662157796,0
2021,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,BAU low exports,BAU,low exports,18790.3810777318,84069.5141773729,0.223510047150827,1.08904239346598,-0.145894721968241,BAU demand - low exports,"BAU demand
low exports",1.23604662157796,-0.147004228111984
2021,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,LC1 historical exports,LC1,historical exports,19338.0195990678,84069.5141773729,0.230024162602721,1.12088728562053,-0.114291462891129,Low demand - historical exports,"Low demand
historical exports",1.23604662157796,-0.115159335957429
2021,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,LC1 historical production,LC1,historical production,21316.597868647,84069.5141773729,0.253559189406905,1.2360789790039,3.21236664999067e-05,Low demand - historical production,"Low demand
historical production",1.23604662157796,3.23574259359916e-05
2021,Race,hawaiian_pacisl,Hawaiian or Other Pacific Islander,LC1 low exports,LC1,low exports,18716.2163693541,84069.5141773729,0.222627864006278,1.08472887587375,-0.150175605236473,Low demand - low exports,"Low demand
low exports",1.23604662157796,-0.151317745704214
2021,Race,hispanic,Hispanic,BAU historical exports,BAU,historical exports,2159935.03231173,8428074.2556147,0.256278595418497,116.944250966376,-11.362992096467,BAU demand - historical exports,"BAU demand
historical exports",128.374063475026,-11.4298125086503
2021,Race,hispanic,Hispanic,BAU historical production,BAU,historical production,2370353.76388641,8428074.2556147,0.281245002357129,128.374063475026,0,BAU demand - historical production,"BAU demand
historical production",128.374063475026,0
2021,Race,hispanic,Hispanic,BAU low exports,BAU,low exports,2090907.67171949,8428074.2556147,0.248088425458111,113.198286455123,-15.0870141127647,BAU demand - low exports,"BAU demand
low exports",128.374063475026,-15.1757770199032
2021,Race,hispanic,Hispanic,LC1 historical exports,LC1,historical exports,2151718.78876852,8428074.2556147,0.255303729358467,116.498253368803,-11.8063781461169,Low demand - historical exports,"Low demand
historical exports",128.374063475026,-11.8758101062229
